id,text,doc_id,Year,who
20111_M11_referat,"jeg skal ikke gøre mig til dommer over, hvilke granatchok sf s folketingsgruppe lider under efter regeringsskiftet. det skal jeg ikke blande mig i. men jeg vil alligevel spørge hr. holger k. nielsen om det med denne morten thing, som hr. holger k. nielsen refererer så meget til. han har til kristeligt dagblad den 11. november i år udtalt: den næste udbetaling og de følgende udbetalinger gik til ole sohn. det ved vi, fordi vi efter murens fald købte en afskrift fra et arkiv fra den sovjetiske centralkomités afdeling for internationale affærer,« forklarer morten thing. det var en højtstående sovjetisk partifunktionær, anatoli smirnov, som skrev bøgerne af, og vi havde ingen grund til at tvivle på afskriftens rigtighed. der stod, at pengene blev overført til o. son . man bruger ikke h i den russiske stavning af navnet,« siger han.«« og nu kommer tilføjelsen: han mener i øvrigt, at debatten om, hvordan dkp fik støtten udbetalt, er en lille detalje.« det er vi så nogle der ikke mener. men den historie, som hr. holger k. nielsen refererer til, siger altså her, at erhvervs- og vækstministeren fik kontante udbetalinger. hvad er hr. holger k. nielsens kommentarer til det? 15 her til en kæmpestor sag? det er en gammel sag, vil jeg sige til hr. søren pind.",414019,2011,Gustav
20111_M9_referat,"det, vi har lagt til grund for det her finanslovforslag, er et forsigtighedsprincip. vi skal være hundrede procent sikre på, at pengene er i kassen, inden vi går i gang med at bruge dem. vi har læst og lyttet til finansministeriets beregninger, set på grænsehandelsrapporter osv. vi har et politisk ønske om at øge afgiften på cigaretter. jeg tror, det vil have den betydning, at rigtig mange unge mennesker vil lægge cigaretterne på hylden, og det ville være gavnligt for vores sundhed. vi siger så, at der har været en diskussion i forhold til, hvor mange penge det vil betyde. vi skriver et rundt nul, så har vi i hvert fald heller ikke overbudgetteret på den måde. hvis der kommer penge i kassen, tager vi den derfra, men det synes jeg sådan set er et udtryk for, at man i den grad har et forsigtighedsprincip, og at man i den grad fører en ansvarlig økonomisk politik. det betyder rent faktisk også, at de ting, vi nu sætter i værk, og de ting, vi rent faktisk går i gang med at forandre, faktisk er nogle, som er finansieret, og det håber jeg sådan set også at venstre vil anerkende. det er faktisk en finanslov, der er finansieret krone til krone.",413398,2011,Morten
20101_M66_referat,"jeg vil sige til fru helle sjelle, at jeg tror, at det var lidt af en overdrivelse. og selv om overdrivelse fremmer forståelsen, skal man nu alligevel være forsigtig med den. vi har jo omhyggeligt i en fair løsning« redegjort for, hvilke skatter vi vil sætte op, og hvilke udgifter vi finder det er rimeligt at : nej, det kan jeg ikke, for det afhænger jo som sagt af aftalen. men jeg kan fuldt ud bekræfte det, hr. mads rørvig snakker om, nemlig at indfasningen er vigtig. lad mig erindre om, at den her regering med forårspakke 2.0 indførte en energiafgift for virksomheder: at den her regering lovede, at man ville lave et katalog over de virksomheder, der var konkurrenceudsatte, og som ville blive ramt af energiafgiften, med henblik på at nedsætte energiafgiften. det gjorde man , og der var bebudet et lovforslag i efteråret 2010 det har vi stadig ikke set. så en række af de virksomheder, hvis eksportvarer vi skal leve af i fremtidens danmark, kan ikke få at vide, hvordan deres fremtidige skatteforhold vil blive. man sløser, og det hele sejler. så vidt jeg husker, var hr. mads rørvig jo selv med ovre at besøge isover, der er internationalt ejet. der sidder ejerne nede i frankrig og siger: hallo, vi kender ikke skattevilkårene i danmark, regeringen smøler stadig med det vi placerer vores investeringer andre steder. og det er jo det, der er allerværst ved det her. så jeg er fuld af fortrøstning om, at vi nok skal sørge for at lave en indfasning, der ikke svarer til den, den nuværende regering har lavet.",396207,2011,Gustav
20101_M50_referat,"indenrigs- og sundhedsministeren bertel haarder : det må man jo spørge de to ministre om. jeg tror, de er blevet spurgt. sagen er jo, at priserne ganske kort efter den ordveksling blev nedsat. så det er det, man kan sige om den sag. de blev nedsat, de blev nedsat med 17 pct. ud fra et helt andet grundlag, nemlig de udbud, der havde været, og senere blev de nedsat med 3 pct. mere. så var der nogle ministre, som ville sige det offentligt, nemlig at det nu var tid til at nedsætte priserne. det havde de jo sådan set ret i, for de blev nedsat. : fru sophie hæstorp andersen.",391187,2011,Gustav
20111_M25_referat,"nu kan det her jo hurtigt udvikle sig til en ic4-diskussion, og det er måske egentlig en skam, for der ligger sådan set et godt beslutningsforslag om at nedsætte et udvalg, som måske kunne kvalificere fremtidens togdrift, hvilket jeg ved ministeren går meget op i skal udfylde en større og større del alene i lyset af regeringens tanke om en betalingsring, hvor det måske havde været en klog disposition at sikre, at togdriften fungerede, og at togene kunne køre, inden man jager folk ud af bilerne. men jeg vil gerne i forlængelse heraf spørge ministeren, når nu ministeren selv påpeger ic4-problemet: hvornår forventer ministeren der er et svar fra den havarikommission, som nu har skullet analysere det, at toget ikke kan bremse, hvilket jo dog er en ret væsentlig funktion på et tog? så jeg synes, at vi måske snarere skulle have signal om, om det sådan er en halvårssag, eller hvad det er for et spørgsmål, fordi vel vidende at ic4 jo ikke har fyldt noget særligt af togdriften endnu, kan man sige, at det ikke er noget stort savn, at de ikke kører, for det har de stort set næsten aldrig gjort, men alligevel, hvis det er tanken, at de skal fylde noget i togdriften, må vi have en afklaring på, om de skal det fremadrettet. så hvornår forventer ministeren svar, og hvornår kan vi andre høre om det svar? jeg var ved at tro en overgang, at ministeren havde hørt noget, men så havde ministeren vel meddelt det. tak.",420128,2011,Morten
20111_M102_referat,"da vi i folketingsvalgkampen havde et valgkampsslogan om velfærd eller skattelettelser, var det, fordi vi kunne se tilbage på de skattereformer, der var blevet gennemført tidligere, hvor der var givet ufinansierede skattelettelser og det havde kostet velfærden. det er et faktum. det, vi så gør med den her skatteaftale, er, at vi sørger for, at den er fuldt finansieret, og det gør vi bl.a. ved via det forslag, der handler om fremrykning af beskatning af kapitalpension, at sørge for, at vi får en finansiering i hus. det betyder ikke, at folk skal betale mere i skat eller får mindre udbetalt i pension: det handler bare om, at vi fremrykker investeringer. på den måde sørger vi for, at den her skattereform er fuldt finansieret. samtidig er det helt rigtigt, som hr. jacob jensen siger og han har sat sig ind i den, når han stemmer for skattereformen her senere i dag at den her skattereform giver et øget råderum til velfærd på 2,7 mia. kr. i fremtiden. så det er en ganske, ganske god skattereform, vi har indgået sammen. 18 torsdag den 13. september 2012 fjerde næstformand holger k. nielsen : hr. jacob jensen.",6198,2012,Morten
20121_M3_referat,"jeg kunne godt tænke mig at stille liberal alliance et spørgsmål: jeg fik selv tidligere spørgsmålet i forhold til skattetryk, og liberal alliance er jo også kendt for at gå noget mere op i, at vi får det ned, end i, hvor god velfærden er i danmark. men kunne vi måske komme lidt nærmere, om der skal være et eller andet officielt mål for en eventuel ny borgerlig regering, som liberal alliance skal støtte, for, hvad niveauet skal være for skattetrykket? er der sådan en bestemt sats, man ligesom går efter? det ville være interessant at finde ud af, hvad rækkevidden egentlig er af de nedskæringer, der ville skulle torsdag den 4. oktober 2012 ske i vores fælles velfærd, hvis liberal alliance får indflydelse på en ny regering. forhåbentlig er der mange år til, men det kunne jo ske.",7384,2012,Morten
20121_M10_referat,"tak. jeg vil lige rette en misforståelse hos ordføreren. det at få en behandling er ikke nødvendigvis altid det samme som operation. en behandling kan jo sagtens være, at man også bliver visiteret videre til en konservativ behandling, hvis nu man har fået et alvorligt rygproblem. så behandling er ikke lig med operation. jeg kan godt se, at vi aldrig nogen sinde bliver enige om det her med behandlingsgarantien og glæden ved at have den her behandlingsgaranti, men det, jeg egentlig lige vil høre ordføreren om, er det med at forpligte regionerne. vi har haft en professor, der har været ude at sige, at en forpligtelse ikke rigtig gælder noget, hvis der ikke er en konsekvens. der vil jeg høre om ordføreren, ligesom det, som socialdemokraternes ordfører har været ude at antyde og egentlig også sundhedsministeren, er parat til egentlig at give borgerne en 43 reel udredningsgaranti, dem, der så bliver henvist til hospitalerne, hvis nu det viser sig, at man alligevel ikke opfylder den her forpligtelse, for fra nogle af dem, der kender systemet, har vi fået at vide, at det så bare er en hensigtserklæring.",9728,2012,Gustav
20111_M62_referat,"jeg synes heller ikke, at man afviser det. altså, spørgsmålet om de kvoter er der jo hele tiden man vil gå ind og evaluere, man vil gå ind og undersøge, man vil gå ind og kigge på det. jeg synes faktisk, det er sådan. og så kan man jo forstærke det ved de udtalelser, som de andre ordførere bl.a. ordføreren selv kommer med, om, at kvoterne er på vej. så jeg synes ikke, der er nogen steder, hvor man kan sige, at kvoter er afvist. det er også derfor, at jeg sætter spørgsmålstegn ved og gentagne gange har stillet ministeren spørgsmål om hvad ministeren mener om de her kvoter, og om de kommer, fordi der kommer så mange forskellige signaler fra regeringen. den seneste undersøgelse viser, at omkring 80 pct. af danskerne er imod kvoter for kvinder i bestyrelser. regeringen har dog bevidst valgt at gå med skyklapper, når det kommer til danskernes manglende opbakning til yderligere politisk regulering på dette område. og hvad der er endnu mere absurd, er, at virkningen af sådan et lovindgreb ikke kan dokumenteres. flere af de undersøgelser, som ministeren har anvendt i debatten om flere kvinder i bestyrelser, viser, at der ikke er et økonomisk belæg for at indføre kvoter. det har ellers været et af regeringens hovedargumenter for kvindekvoter. desuden viser undersøgelserne fra norge, at det er den samme gruppe kvinder, der besidder et stort antal bestyrelsesposter, nemlig de såkaldte guldskørter. hvorfor skulle det blive anderledes i danmark? selv om vi endnu ikke kender det konkrete indhold af ministerens såkaldte danske model, må vi antage, at kvoter uanset modellen vil indskrænke virksomhedernes valgfrihed blandt kompetente bestyrelsesmedlemmer og tvinge virksomhederne ud i et kapløb om det relativt lille antal kvinder, som har valgt en karriere som guldskørt. ministeren burde hellere beskæftige sig med, hvordan vi sikrer en fødekæde af kvinder, der kan træde ind i bestyrelserne, frem for at lade sig drive rundt af sin regeringspartners evige trang til at regulere. europa-kommissionen har for nylig spurgt alle medlemsstaterne om deres holdning til kvoter i bestyrelser. svaret skal afleveres i slutningen af maj: jeg mener faktisk, det er den 28. maj. og vi er mange, der ser frem til at læse, hvad den samlede regering mere konkret mener om kvoter. debatten har hidtil tydet på, at regeringspartierne langtfra er enige, men man kan jo ydmygt håbe, at ministeren i dag vil svare på, hvad han mener, når vi når til spørgsmålene. afslutningsvis vil jeg komme med en bøn til dagens og fremtidens debat på ligestillingsområdet, som samtidig er en appel til ministeren: lad os nu droppe de lyserøde legoklodser, indpakningen af legetøj, kønsneutrale børnehaver i ligestillingsdebatten. det er os som politikere, der har ansvaret for at løfte ligestillingsdebatten op på et niveau, hvor den hører hjemme, og det gør vi ikke, ved at vi bruger uanede mængder af tid på helt ligegyldige spørgsmål. med denne lille forhåbning vil jeg sige, at jeg ser frem til en god og konstruktiv debat. : jeg trækker ikke mere i land, end ordføreren selv gør. når ordføreren udtaler, at der skal indføres kvoter, og at hvis ikke bestyrelserne selv kan finde ud af det, skal man nok sørge for, at det bliver gjort, så synes jeg da, at det er meget tydeligt. ellers ved jeg ikke, hvad man mener med det. men jeg trækker ikke i land jeg synes bare ikke, at der bliver givet en klar melding nogen steder. jeg har minimum ti gange spurgt ministeren om kvoter, men vi får ikke nogen melding udover tvetydige udtalelser fra regeringspartierne, og så oplever vi en minister, der ikke svarer på spørgsmålet.",432567,2012,Morten
20111_M46_referat,"jeg ser også selv med stor tilfredshed på måden, som fakses borgmester reagerede på, og jeg roste ham også for det, da jeg ved lejlighed talte med ham i sidste uge. jeg er glad for at høre, at ministeren også er glad for, at det blev bremset, men det, jeg godt kunne tænke mig at høre, er: nu er vi bekendt med, at sådan noget kan foregå i kommuner. vi ved endnu ikke, om det også er foregået i andre kommuner. det er det nok højst sandsynligt ikke, men hvis det sker igen, er der så noget, som ministeren vil gøre for at gribe ind, hvis der er andre kommuner, der på en eller anden måde skulle behandle deres borgere på den her måde?",428587,2012,Morten
20121_M2_referat,"vi får ikke i dag nogen hypotetisk drøftelse af, hvad der sker, hvis ikke kommuneaftalen overholdes det bliver i hvert fald ikke med mig. jeg kan ikke forstå det her med, at man ikke reagerer positivt på en lejlighed til at diskutere det helt primære slagnummer i venstres politik, nemlig skattestoppet. jeg kan godt undre mig over, at man anser det for at være uvedkommende i en debat, man selv har rejst i folketingssalen på folketingsårets anden dag, og ikke har lyst til at diskutere sit eget skattestop: hvad det i grunden betyder, hvordan man har praktiseret det, og om det egentlig er noget særlig nyttigt alternativ til det regeringsgrundlag, jeg praktiserer, som er nuanceret og sagligt, og som vi fuldstændig efterlever.",6777,2012,Gustav
20121_M39_referat,"i sin nytårstale lovede statsministeren, at 2012 ville blive historisk. og det kan man roligt sige er blevet tilfældet, særlig når vi ser på det her lovforslag. det er historisk, at regeringen ønsker at nedsætte personfradraget. det er ifølge skatteministeren ikke sket siden indkomstskattens indførelse , så det er i sandhed et historisk forslag, at danskerne skal begynde at betale skat tidligere, ved at man nedsætter personfradraget. det er også temmelig historisk, at den laveste skattesats skal sættes i vejret, ved at bundskatten øges, og det er også et brud på årtiers skattepolitik i forhold til at sænke skatten på arbejde, sænke skatten på den sidst tjente krone. nu står vi med et forslag, der øger marginalskatten. vi har fra venstres side længe sagt, at vi ønskede at afskaffe fedtafgiften. vi har også sagt, at vi ville fastholde de gunstige skatteforhold for udstationerede danskere. det er en del af det her forslag. det har regeringen desværre ikke villet dele ud i et særskilt lovforslag, og det synes vi egentlig er besynderligt. det er selvfølgelig også, når vi taler fedtafgift, værd at huske på, at det, som socialdemokratiet og sf gik til valg på, faktisk var at fordoble fedtafgiften. men vi glæder os da over den fælles erkendelse, der er opstået, nemlig at fedtafgiften er skadelig for danmark, og at den skal afskaffes. men det er altså en besynderlig måde, regeringen vælger at finansiere forslaget på. det er som sagt historisk, at man sætter personfradrag ned: det er historisk, at man øger den laveste skattesats: det er historisk, at vi øger marginalskatten i danmark. men det er regeringens svar. det er et forslag, som isoleret set lemper med omkring 1,5 mia. kr., men øger skatterne med 2,4 mia. kr. det kan vi selvfølgelig ikke støtte i venstre. vi synes, det er uambitiøst, at regeringen ikke formår at løse udfordringer for det her samfund, uden at man skal skrue på skatte- og afgiftsskruen. vi er i en situation, hvor selv regeringen jo nu må indrømme, at vi taber arbejdspladser. ledighedstallene udvikler sig ikke, som regeringen havde håbet og spået, og udsigten for næste års økonomi er heller ikke optimistisk. og så er svaret fra regeringen en bevidstløs og evig jagt på skattekroner. det er altså utroligt, at regeringen siger mange flotte ord og taler meget om vækst og beskæftigelse og investeringer, men når det kommer til konkret handling, ser vi gang på gang, at handling og ord ikke følges ad, for handlingerne går i den forkerte retning. det her forslag øger skatterne for danskerne med 2,4 mia. kr. det synes vi er en rigtig, rigtig dårlig idé. vi ville gerne have medvirket til at afskaffe fedtafgiften: vi ville gerne medvirke til at fastholde ligningslovens § 33 a, som er til stor gavn for danske virksomheder, danske forskere, folk, der udfører arbejde rundtomkring i den tredje verden. og det er positivt, at regeringen efter en meget stålfast afvisning kom på bedre tanker. men finansieringen er uambitiøs og uacceptabel og skadelig, og derfor kan vi ikke støtte forslaget. 60 onsdag den 19. december 2012",19089,2012,Gustav
20111_M76_referat,"nu er det jo altid noget af en opgave, vi er stillet over for, når vi skal motivforske i, hvorfor de forskellige partier mener og siger, som de gør. jeg vil sige, at hvis mine evner var større i den retning, ville det måske også være lykkedes os at binde et flertal i folketinget op på en redningsplan for dansk økonomi. men der må vi også sige at vi indtil nu er kommet til kort. og det bliver nok det svar, jeg kan give hr. alex ahrendtsen. den fg. formand karen j. klint : hvis hr. alex ahrendtsen ønsker ordet for sin anden korte bemærkning, skal mikrofonen slås til. værsgo.",438304,2012,Morten
20111_M36_referat,"tak. jeg kunne godt tænke mig at spørge lidt ind til de lempelser af udlændingepolitikken, som regeringen har lagt op til, og som sf jo også står bag. for det er sådan det viser al erfaring på området at hvis man lukker op for indvandrere, som er meget vanskelige at integrere, og som vi erfaringsmæssigt ved har svært ved at komme ud på arbejdsmarkedet og dermed ender på offentlig forsørgelse, så er det jo en udgift, og det går så fra noget andet. anerkender sf og hr. jonas dahl, at den udlændingepolitik, man har lagt op til, vil medføre stigende udgifter på lang sigt, simpelt hen fordi det vil være vanskeligt at få de indvandrere, der kommer ind, ud på arbejdsmarkedet? fjerde næstformand holger k. nielsen : ordføreren.",425574,2012,Morten
20111_M70_referat,"erhvervs- og vækstministeren. onsdag den 18. april 2012 erhvervs- og vækstministeren ole sohn : jamen altså, man kan sige, at regeringens grænse er nået, for vi har jo konstateret, at under den forrige regerings 10 års ledelse af det her land har vi mistet produktionsarbejdspladser. den udvikling er vi uenige i, og derfor har den nye regering sat sig for at vende udviklingen, for det er helt afgørende, at vi får flere produktionsarbejdspladser. får vi flere produktionsarbejdspladser, har vi også en større sikkerhed for, at virksomhederne fastholder deres udviklingsafdelinger og forskningsafdelinger i danmark, og så får vi generelt flere arbejdspladser, både til ufaglærte og til højtuddannede. vi er meget bekymrede over, at vi igennem så mange år har mistet arbejdspladser, ikke mindst i produktionsdelen af erhvervslivet, så jeg deler spørgerens bekymring. vi skal have vendt den udvikling, som har fundet sted igennem de seneste 10 år. fru mette hjermind dencker for den sidste replik. 25",436189,2012,Gustav
20111_M97_referat,"jeg siger tak til formanden. vi i dansk folkeparti kan ikke stemme for, sige ja til, at en potentiel terrorist med det her lovforslags vedtagelse får dansk statsborgerskab. vi mener ikke, man kan byde danskerne, at en mand, der er mistænkt for terrorisme, og som ifølge pet er til fare for rigets sikkerhed, nu får dansk statsborgerskab. danskerne må jo spørge sig selv, hvad det er for nogle politikere, de har, når alle partier på nær dansk folkeparti belønner en potentiel terrorist med dansk statsborgerskab. man belønner vedkommende med rødbedefarvet pas og stemmeret til folketinget. det er det glade vanvid. vi har stillet et ændringsforslag, hvor vi bad om at få de 13 statsløse inklusive den potentielle terrorist taget af lovforslaget, men vi blev nedstemt af alle andre partier. vi accepterer ikke, at de 13 får",5103,2012,Morten
20121_M39_referat,"jamen jeg synes, det er besynderligt, når man skal høre på det her, hvorfor regeringen så ikke ville dele lovforslaget. altså, så kunne regeringen jo, hvis den havde hold i sin argumentation, sige, at det var dybt økonomisk uansvarligt, og at venstres økonomiske politik ikke hang sammen. men det er jo ikke tilfældet, for vi har lagt et finanslovforslag frem, der hænger sammen. jeg synes, det er pinligt, at regeringen i sin magtfuldkommenhed ikke gør, som det ellers er sædvane på skatteområdet, nemlig deler lovforslag op. der har igennem mange år været en god tradition for, at lovforslag, hvor nogle ønskede at støtte noget, men ikke noget andet, blev delt. det ville regeringen så ikke her, og det er da så o.k.: det må jo så være regeringens lod. vi har fremsat forslag om at afskaffe fedtafgiften. der skal ikke herske nogen som helst tvivl om, at det er gavnligt at afskaffe fedtafgiften, og det støtter vi i venstre. men når regeringen laver afstemningerne, som de gør, så er vi bundet på hænderne.",19111,2012,Morten
20111_M76_referat,"det kommer vi til at drøfte på et andet tidspunkt, kan jeg lytte mig til. så vil jeg bare høre, om ministeren er enig i, at unge under 30 år på kontanthjælp, der ikke har andre problemer, end at de sådan set ikke er kommet i gang med en uddannelse, med hensyn til deres fremtidige indkomst så skal tage den uddannelse på su-niveau. jeg synes, der bliver givet mange forskellige signaler fra socialdemokraternes side på lige præcis det her felt, og jeg håber, at vi er enige om, at når vi snakker om unge uden problemer, ud over at de mangler en uddannelse, så skal de sådan set ind på ordinære vilkår ligesom alle mulige andre i vores uddannelsessystem.",438050,2012,Morten
20111_M78_referat,"vi nåede i hvert fald et lille stykke, for vi fik bekræftet, at reglerne om betinget udvisning ikke skal gælde for udlændinge, der er omfattet af eu-reglerne. der har vi nu fået en bekræftelse på, at der lemper man. når nu den socialdemokratiske ordfører og vel også en hel del mennesker har sagt, at de ændringer af udvisningsreglerne, der blev gennemført sidste år, ikke betød noget, hvordan kan det så være, at man i lovforslaget skriver, at de ændringer, der blev gennemført sidste sommer, var en skærpelse? det skal jeg bare lige forstå. hvordan kan en skærpelse ikke betyde noget?",438845,2012,Morten
20121_M20_referat,"3 2. behandling af lovforslag nr. : forslag til lov om co2-kvoter. af klima-, energi- og bygningsministeren martin lidegaard . fremsættelse 03.10.2012. 1. behandling 09.10.2012. betænkning 08.11.2012 . 4 1. behandling af lovforslag nr. : forslag til lov om ændring af færdselsloven og lov om fragtaftaler ved international vejtransport. indførelse af gebyr i forbindelse med chaufføruddannelsen inden for vejtransport af farligt gods og indførelse af mulighed for anvendelse af elektroniske fragtbreve m.v. . af justitsministeren morten bødskov . fremsættelse 01.11.2012 . 5 1. behandling af lovforslag nr. : forslag til lov om ændring af retsplejelov for grønland. ændring af retskredsene i grønland m.v. . af justitsministeren morten bødskov . fremsættelse 07.11.2012 . 6 1. behandling af beslutningsforslag nr. : forslag til folketingsbeslutning om fortolkning af regler for cabotagekørsel. af kim christiansen df m.fl. fremsættelse 09.10.2012 . 7 1. behandling af beslutningsforslag nr. : forslag til folketingsbeslutning om bevarelse af boligjobordningen håndværkerfradraget . af torsten schack pedersen v m.fl. fremsættelse 04.10.2012 . lovforslag nr. forslag til lov om ændring af lov om forbud mod slagtning og aflivning af drægtige produktionsdyr og heste i den sidste tiendedel af drægtighedsperioden. ophævelse af krav om særskilt aflivning af fostre i forbindelse med slagtning . miljøministeren ida auken : lovforslag nr. forslag til lov om udbyttedeling ved anvendelse af genetiske resurser og lovforslag nr. forslag til lov om ændring af lov om kort- og matrikelstyrelsen. fri anvendelse af visse data samt varetagelse af søopmåling . børne- og undervisningsministeren christine antorini : lovforslag nr. forslag til lov om ændring af lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. og lov om statens voksenuddannelsesstøtte svu . adgang til delegation m.v. og lovforslag nr. forslag til lov om ændring af lov om friskoler og private grundskoler m.v. og lov om folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler frie kostskoler . tilskud til inklusion af elever med særlige behov på frie skoler m.v. . peter skaarup df m.fl.: beslutningsforslag nr. forslag til folketingsbeslutning om indførelse af et loft over antallet af værgemål, en enkelt værge kan varetage . 2 torsdag den 15. november 2012 titler på de anmeldte sager vil også fremgå af www.folketingstidende.dk jf. ovenfor . udenrigsministeren villy søvndal har meddelt mig, at han ønsker i henhold til forretningsordenens § 19, stk. 4, at give folketinget en skriftlig det næste punkt på dagsordenen er: 3 2. behandling af lovforslag nr. : forslag til lov om co2-kvoter. af klima-, energi- og bygningsministeren martin lidegaard . fremsættelse 03.10.2012. 1. behandling 09.10.2012. betænkning 08.11.2012 .",12322,2012,Morten
20121_M91_referat,"jan e. jørgensen v : så jeg skal forstå det sådan, at hvis liberal alliance havde 90 mandater her i folketingssalen, mener man, at en indbrudstyv, der har været op og ned ad to villaveje, og som har været inde villaer, skal have 20 gange så lang fængselsstraf som den indbrudstyv, der i citationstegn kun har begået et indbrud.",34793,2013,Morten
20121_M71_referat,"det har været spændende at lytte til debatten om offerfonden. jeg er da sikker på, at når vi hæver den tilladte hastighed på motorvejen for 39 busser, er det ikke, fordi justitsministeren ønsker at udhule den her offerfond. det er jeg helt sikker på det ikke er. spøg til side. det lovforslag, vi skal behandle nu, indeholder to vidt forskellige elementer, men det har vi jo også prøvet før. dels indeholder det, som jeg sagde, at vi giver busser lov til at køre 100 km t. på motorvej, vel at mærke når de er synet og godkendt til det, dels sidestiller vi politiets civile køreprøvesagkyndige med forsvarets ledende køredommere, som det hedder, når det gælder fornyelse af en kørelærergodkendelse. sidstnævnte kan jeg hurtigt få overstået ved at give et rungende ja. skal der koges mere suppe på den høne, kan jeg i mit stille sind undre mig over, hvorfor det hedder køreprøvesagkyndige, når det er politiet, men det hedder køredommere, når det er forsvaret, men det er jo typisk, de vil gerne være deres egen. men det siger vi helt klart ja til, og vi giver et lige så klart og rungende ja til, at busser må køre 100 km t. på motorvej fremover, fra den 1. juli. busser er noget af det mest sikre, der findes. busser er det køretøj, der giver absolut færrest ulykker, og derfor er vi helt med på, at sådan skal det være. det er jo også sådan, at vi er det eneste land tilbage i eu, der har en hastighedsgrænse på 80 km t på motorveje. det har vi i øvrigt tilfælles med albanien. langt de fleste har en hastighed på 100 km t. derfor siger vi helt klart ja til det. bussen er jo et godt alternativ til tog, især på de områder, hvor der ikke er skinner på tværs af landet, og andre steder, hvor man kan køre langture og komme noget hurtigere frem. derfor kan bussen også gå hen og blive et godt alternativ til familiebilen, som jo har en meget, meget større ulykkesfrekvens end bussen, når man regner det om i antal kørte kilometer pr. person. så i venstre er vi helt med på forslaget. det er også sådan, at chaufførerne, der kører i busserne, har en særlig uddannelse. som jeg sagde, skal busserne synes og godkendes hvert år, så de er også meget sikre. chaufførerne får fornyet deres kørekort hvert femte år, så det er erfarne folk. der ligger også nogle høringssvar om, at f.eks. campingbusser stadig væk må køre 80 km t., og der kommer også ophævelser for lastbiler. det er jo så noget, vi kan se på senere, men forslaget her fra justitsministeren fortjener absolut ros. det er i mine øjne en god begyndelse, der eventuelt kan bygges videre på. vi ved også, at der er en paragraf i færdselsloven, som mange bilister desværre ikke kender. det er en paragraf, der siger, at hvis der inden for bymæssig bebyggelse er skiltet med en hastighed på 50-70 km t., så må personbiler køre 70 km t., men busser og lastbiler og såkaldte mobilhomes må ikke. det er noget, vi kan se på efterfølgende og allerhelst samtidig med. men her gælder det om at se mere på enigheden end på forskelligheden, og derfor er vi i venstre tilfredse og glade for lovforslaget, og vi bakker det hundrede procent op.",28836,2013,Morten
20121_M87_referat,"nu vil jeg bare være fuldstændig ærlig over for hr. christian juhl: jeg ved simpelt hen ikke, hvordan regeringen har siddet og lavet det her lovforslag. jeg har ikke været med til det, for jeg sidder ikke med i regeringen. jeg er folketingsmedlem, som repræsenterer sf s holdning til det her lovforslag. hvordan det i øvrigt er blevet strikket sammen, og hvem man har talt med i den forbindelse, ved jeg simpelt hen ikke. det er bundærlig snak.",34005,2013,Morten
20131_M26_referat,"nu behøver hr. christian langballe med de partier, der står bag det her lovforslag, ikke at bruge tid på at belære de pågældende partier om værdien af dansk kultur og dansk historie. det må han opgive. jeg mener ikke, at han er i en position til at kunne gøre det. der er ingen, der i det her spørgsmål skal hævde sig over for andre. det her handler om at sikre, at de, der søger om indfødsret, får en prøve lagt foran sig, som betyder, at den videre integration i det danske samfund kan fortsætte. de skal svare på spørgsmål, hvor der indgår et billede af, hvad det er for danmark, de skal være en del af, når de får statsborgerskab.",52023,2013,Gustav
20121_M67_referat,"tak for det. det fremgår af regeringsgrundlaget, et danmark, der står sammen«, at vi i regeringen vil satse målrettet på at forbedre vilkårene for at tiltrække udenlandske virksomheder og højt kvalificeret arbejdskraft fra udlandet. derfor er det også vigtigt, at vi forbedrer rammevilkårene for de medrejsende familiers liv. det gælder jo i særlig grad i forhold til børnenes skolegang, og her er det, at en etablering af en europaskole i danmark vil give rigtig gode vilkår for disse børn, som både kan fastholde en mere international tilgang til deres skole og forhåbentlig få en god trivsel her i danmark. med lovforslaget bliver det således muligt at godkende, at københavns kommune i tilknytning til sankt annæ gymnasium opretter og driver en europaskole, og at undervisningspligten kan opfyldes på europaskolen både med hensyn til en grundskoledel, de ti første klassetrin og en gymnasial del, en stx-del. socialdemokraterne synes, det her er et rigtig godt forslag, og vi støtter naturligvis forslaget. den fg. formand karen j. klint : der er en enkelt, der har bedt om en kort bemærkning. hr. alex ahrendtsen, værsgo.",27433,2013,Gustav
