"","id","text","doc_id","Year","Name","who"
"11","19921_M78_referat","regeringen har gennem de senere måneder taget forskellige initiativer for at fremme beskæftigelsen. var det ikke sket, havde vi på bo-, 9767 26 5 93: 1. beh. af f. t. l. vedr. bofællesskaber, individuel boligstøtte m.v. ligområdet haft langt flere ledige bygningshåndværkere, end vi har nu, og dette forslag er også et led i bestræbelserne for at sætte flere folk i arbejde. men hovedformålet er naturligvis først og fremmest at fremskaffe nogle boligtyper, som vi ikke kender til i øjeblikket. det foreslås, at man i en 3-årig forsøgsperiode kan oprette bofællesskaber under forskellige former. lovforslaget er resultatet af et arbejde, som bygger på forskelligt udredningsarbejde, og der er forskellige problemer i det, som har været til behandling gennem længere tid. men nu ligger der et konkret lovforslag, hvor man for det første foreslår særlige bofællesskaber, og her sigtes der på personer med nogle særlige behov. der er ganske givet behov for særlige bofællesskaber til borgere som f.eks. handicappede, der har nogle helt særlige krav, ønsker og behov vedrørende deres bolig. det er en fin og god nyskabelse, at man nu åbner mulighed for at etablere disse bofællesskaber for borgere med særlige behov. almennyttige boligselskaber kan f.eks. gå ind i opgaven, og ikke mindst private humanitære organisationer kan prøve kræfter med denne lovgivning. vi har en lang og god tradition for, at frivillige organisationer engagerer sig på forskellige områder bl.a. omkring boligsociale problemer. det har ikke været så nemt at gøre noget på dette område i de senere år. det har ikke været muligt rent lovgivningsmæssigt at engagere sig i nye initiativer dér, men her ligger altså en mulighed for disse organisationer for at prøve kræfter med området. jeg tror bestemt, der ligger nogle ønsker, nogle ressourcer og nogle muligheder i disse organisationer for at udnytte lovgivningen. det bliver spændende at se, hvor mange der har lyst til at prøve. der er som sagt 3 år at forsøge sig i. så er der den anden form benævnt 55 -bofællesskaber, og det er også en spændende nyskabelse. jeg finder, at lovforslaget her har fundet en fin balance mellem den afgrænsning, der naturligvis må være for at hindre misbrug, og samtidig at give plads for den fleksibilitet, der er nødvendig for at løse de specielle opgaver og behov på dette område. det er blevet en lidt teknisk og omfattende lovgivning, men det er nok nødvendigt, for at den ikke skal kunne misbruges. jeg vil knytte en enkelt kommentar til spørgsmålet om egenkapital i forbindelse med 9768 begge former for bofællesskaber. ved de særlige bofællesskaber kræves der en egenkapital på 7 pet. af anskaffelsessummen, og ved 55 -bofællesskaber er det 18 pet. amt og kommune kan, hvis de vil, indskyde en del af kapitalen, men det er et spørgsmål, om vi ikke har sat disse grænser lidt højt. de skulle nødig stille sig hindrende i vejen for, at nogen har lyst eller mulighed for at prøve kræfter med disse nye bofællesskaber. det er ret mange midler, der skal fremskaffes, men det er måske noget, vi kan se på under den videre behandling af forslaget. vi hilser dette forslag meget velkommen, og vi har en tro på, at der er nogle, der vil benytte sig af det. vi ser frem til et positivt udvalgsarbejde. boligministeren kofod-svendsen : også her vil jeg takke for den velvillige modtagelse, lovforslaget har fået, og knytte nogle kommentarer til det, ordførerne har sagt. ordføreren for det konservative folkeparti var interesseret i de økonomiske konsekvenser, og som ordføreren rigtigt har bemærket, har jeg skrevet, at der er forbundet nogen usikkerhed med det. det vil fru pernille sams også kunne se i den rapport, som har været inspirationskilde for dette lovforslag, en rapport, som kom i, jeg tror, det var februar sidste år, hvori der er, skal vi sige modsatrettede tendenser. på den ene side bliver der flere udgifter, men på den anden side vil man også kunne spare nogle udgifter. det kan i nogle tilfælde ske, at den individuelle boligstøtte vil blive lavere under denne form, end hvis vedkommende boede alene f.eks. i en almennyttig bebyggelse. det er meget svært helt at gætte. det afhænger også lidt af, hvordan bofællesskaberne vil blive etableret. vil det være små enheder, vil det være større enheder? jeg tror ikke, vi kan komme det nærmere. vi har opstillet en række præmisser og prøvet at drage konklusioner ud fra præmisserne, men det er klart, at præmisserne også vil kunne være anderledes. jeg kan kun hilse yderligere spørgsmål velkommen, og jeg vil prøve at uddybe ud fra andre sandsynlige præmisser, hvordan de økonomiske konsekvenser vil blive. ud fra vores bedste overbevisning vil det stort set balancere, men det er ud fra den betragtning, at de pågældende jo ellers ville bo i en anden sammenhæng. 9769 26 5 93: 1. beh. af f. t. l. vedr. bofællesskaber, individuel boligstøtte m.v. 9770",265762,1993,"Henning Lysholm Christensen","Morten"
"12","19921_M77_referat","det var hr. ole donners beklagelser over den stakkels, stakkels direktør, der med en bil til 400.000 kr. nu ville blive ramt helt fuldkommen urimelig hårdt - beklagelser til den del af befolkningen, der ikke er ansat med bil til rådighed. de beregninger, jeg har foretaget, rækker ikke helt op til hr. ole donners direktør, der, forstår jeg, fik en bil til 400.000 kr. til rådighed. men tager vi udgangspunkt i en bil til en værdi af 300.000 kr., vil den ifølge fdm s beregninger koste en privatperson 55.000 kr. i udgift. skal man med de gældende skatteregler tjene det - en person med en indkomst på over 240.000 kr. - så skal man tjene ca. 150.000 kr. nu får den pågældende i stedet stillet en bil frit til rådighed og vil fremover blive beskattet af det med 75.000 kr., nemlig 25 pet. af 300.000 kr. altså det halve af, hvad den pågældende skulle tjene for selv at have den bil. og det skal kaldes en straf. jeg vil sige, at jeg synes nok, hr. ole donner vender op og ned på tingene i denne her debat, 9390 og jeg håber ikke, vi skal fortsætte på det niveau.",261103,1993,"Klaus Hækkerup","Morten"
"13","19921_M95_referat","må jeg sige til hr. kirkegaard, at jeg synes, at spørgsmålet går ud over, hvad der er rimeligt. når jeg gav et meget klart svar i første om- : jeg synes såmænd bare, at det er en grovhed, når hr. kirkegaard nu går op og konkluderer det lodret modsatte af, hvad jeg sagde i mit før- 11711 24 6 93: 3. beh. af f. t. 1. vedr. skatteomlægning",288105,1993,"Ole Stavad","Morten"
"14","19921_M80_referat","er vi enige om, så er der tale om et område, da fru merethe due jensen ikke vil ind i en hvor det er eksisterende firmaer, man opererer diskussion om tal, så havde jeg egentlig forventet, at det var, fordi industriministeren ag- med. det er firmaer, der er registreret som momsvirksomheder. det er firmaer, der bare tede at svare på det spørgsmål, jeg stillede, nemlig om ikke prisen en milliard kroner for at skal lave et konkret stykke arbejde, som er en få 5.000 i arbejde er en lidt rigelig høj pris. om naturlig del af deres hverdag. det er der ikke ikke man billigere kan få folk sat i arbejde end tale om her. jeg forstår, at der skal oprettes en ved at betale en milliard for at få 5.000 sat i ganske stor del firmaer, næsten et nyt i hver beskæftigelse. det kan industriministeren så kommune. selvfølgelig kan der også være nogbekræfte eller afkræfte, men tallene er i øvrigt le af de store eksisterende firmaer, det erkentaget fra henholdsvis fremsættelsestalen og de der jeg. der skal opereres med ganske meget øvrige oplysninger, der er til forslaget, så det er administration, der skal administreres moms, feriepenge, atp, og hvad det ellers hedder. ikke nogle, jeg har fundet på. det er altså 200.000 kr. pr. næse. det er derfor er det, jeg gerne vil have ministeren til mange penge for at få folk sat i arbejde. sam- men det kan godt være, det egner sig bedre til menligner man med andre projekter, folketin- udvalgsarbejdet - at fortælle mig, hvordan de get har vedtaget, er det her klart i overkanten her ting hænger sammen. jeg forstår, at det er 65 kr. i timen, man får i af, hvad der ellers lægges op til, men det kan industriministeren sikkert redegøre nærmere tilskud. så skal man betale 50, det er 115, og så sidder jeg og siger til mig selv: hvis jeg nu for. trækker momsen fra, så er det altså 23 kr., og så er vi nede på 92 kr., det skal koste. så skal kort bemærkning . der en løn til, som måske hedder 75 kr., så er vi",270142,1993,"Kim Behnke","Morten"
"15","19931_M42_referat","i anledning af det sidste spørgsmål, fru pernille frahm stillede, kan jeg sige, at det er ganske naturligt, at skyldnere får nogle rykkere, og at der, hvis de ikke svarer på de rykkere og betaler deres gæld, sker en udpantning, og at de til sidst bliver tvunget til at flytte ud af huset på en tvangsauktion eller sådan noget. til fru inge dahl-sørensen vil jeg gerne sige, at der fra cd s side ikke skal herske nogen tvivl: vi bakker hundrede pet. op om politiet, og det er også derfor, vi er med på dagsordenen. kort bemærkning .",353798,1994,"Sonja Albrink","Morten"
"16","19941_M21_referat","det, der kalder mig op på talerstolen, er hr. frank aaens kommentarer om, at det er aktuelle sager, der gør, at der bliver sat en proces i gang. jeg vil gerne gøre hr. frank aaen opmærksom på, at det netop fremgik af ministerens redegørelse, at det er en løbende proces. søfartspolitiske ordførere har rejst spørgsmålet på et tidligere tidspunkt. som det også fremgik af ministerens redegørelse, arbejdes der med . 1021 tingene, og det er netop det, der er det vigtige i denne sag, at det er en løbende proces, at der er en tæt dialog mellem minister og udvalg omkring søfart, hvor vi rimelig ofte får fremlagt redegørelser, og hvor vi har diskussioner om, hvor langt man er nået. derfor er det også vigtigt for os i forhold til den dagsorden, som enhedslisten og sf har fremsat, klart at sige her i dag, at de elementer, som ligger i dagsordenen, netop er elementer, som diskuteres i det udvalg, hvor organisationerne er repræsenteret, og derfor ønsker vi ikke i dag at præcisere, at det kun er det, der skal tages vare om. det er en del af den diskussion, der skal foregå, og en del af de elementer, som på et senere tidspunkt vil blive fremlagt for folketinget. kort bemærkning .",456369,1994,"Poul Andersen","Morten"
"17","19931_M67_referat","det er næsten blevet en mærkesag for cd at promovere synspunkter, der ikke er i overensstemmelse med cd s vælgere, men jeg kan forstå, at det er et aftagende problem, så det løser vel nok sig selv. hvorom alting er, er vi i fremskridtspartiet af den opfattelse, at når det hedder folketinget, gør det ikke noget, at folkets synspunkter også er repræsenteret i tinget, og vi opfatter ikke os selv som værende en særligt udpeget skare, der skulle være særlig kyndig til at tage stilling til et spørgsmål som det foreliggende. det er jo ikke noget, der kræver hverken videregående uddannelse eller universitetseksamen at tage stilling til, hvad den kriminelle lavalder bør være. i øvrigt påbyder grundloven jo de enkelte folketingsmedlemmer at stemme efter overbevisning, og fru inger stilling pedersen må så gøre op med sig selv, om der bliver stemt efter overbevisning om lidt. hvorom alting er, var det, fru inger stilling pedersen i pressen gav udtryk for, ikke bare et ønske om at få en offentlig debat om disse spørgsmål. nej, det var et regulært krav om, at den kriminelle lavalder blev nedsat. men jeg kan forstå, at fru inger stilling pedersen i dag har modereret det til, at det bare var ønsket om at få en debat, og så kan fru inger stilling pedersen takke fremskridtspartiet for, at den debat kom, for det var os, der fremsatte forslaget. hvorvidt en kriminel lavalder på 15 år er et objektivt kriterium eller ej, er jo i den grad en strid om kejserens skæg. dengang valgretsalderen til folketinget var 21 år, var der såmænd også nogle, der mente, at det var det objektive kriterium. jeg var selv blandt dem, der kæmpede for at få valgretsalderen nedsat til 18 år. i dag accepteres det af alle. på samme måde vil det selvfølgelig være med hensyn til den kriminelle lavalder. i dag opfatter vi det som det mest naturlige i verden, at den er på 15 år, men fra den dag, den bliver nedsat, vil man tage udgangspunkt i de 12 år og ikke bagstræberisk erklære, at de 15 år var det eneste naturlige. når justitsministeren gør opmærksom på, at der i den meningsmåling ikke jyllands-posten, men sonar havde lavet for jyllands-posten, var tale om et tendentiøst spørgsmål, må jeg minde 8450 om, at det spørgsmål, der blev stillet vælgerbefolkningen, var: hvad mener de? bør den kriminelle lavalder sættes ned? hvis ja, hvilken kriminel lavalder mener de vil være passende?« der er ikke tale om, at man skal tage stilling til 15-årige unge bander osv., nej, der er tale om et helt præcist formuleret spørgsmål, nemlig: skal den kriminelle lavalder nedsættes? og i stedet for blot at tage det som en samlet pulje gav man oven i købet folk den mulighed at sætte alder på, og de fik valget mellem 11 eller yngre, 12, 13, 14 år, så man kunne markere, hvilken kriminel lavalder man mener der bør være. det mest interessante ved den meningsmåling var faktisk, at den fik afkræftet nogle af de myter, der ellers ville være, f.eks. den myte, at det er gamle mennesker, der sidder derhjemme og er utrygge ved de unge, de møder på s-togsstationen og derfor synes de, den kriminelle lavalder skal nedsættes. det viste sig faktisk, at det var blandt de yngste, altså de 18-29-årige, der var den største tilslutning til at få den kriminelle lavalder nedsat. der viste sig også en anden interessant ting: at det ikke kun var i hovedstadsområdet, hvor man ellers har de største problemer med disse her ting, at der var det største ønske om at få den kriminelle lavalder nedsat: nej, det var faktisk i jylland og rundt omkring i, som det hedder, øernes øvrige bykommuner. det var dér, det største ønske om at få den kriminelle lavalder nedsat, var. og dermed viser den meningsmåling sig at være ganske lødig og ikke bare at være en bekræftelse af nogle fordomme, som enkelte har i forvejen. jeg har selvfølgelig noteret mig, at indtil flere socialdemokrater har haft behov for at få udstillet deres dårlige samvittighed i forhold til de 57 pet. af deres vælgere, som de nu om lidt stemmer imod, men jeg overlader det helt til socialdemokraterne selv at finde ud af, hvad man vil gøre ved det problem.",391078,1994,"Kim Behnke","Morten"
"18","19931_M76_referat","jeg vil gerne takke ordførerne for modtagelsen af lovforslaget, som ikke er omfattende. som det meget rigtigt er sagt, er det en rammelov, der drejer sig om bloktilskud, og det primære sigte med den er at give færingerne selv nogle muligheder for at udfylde den på de præmisser, som nu er gældende på færøerne. derfor er det også meget vanskeligt at sige, hvad en nærmere årrække er. taler vi om 2, 3 eller 4 år? jeg vil da mene, at en nærmere årrække ligger inden for 5 år, men det kommer da an på, hvilke forhandlinger vi får, og i hvilken takt det kan lade sig gøre at udskifte lovgivning med det, som man har ønsket på området. det er rigtigt nok, at det har været lagtingets egen landsrevision, der har taget initiativ til at få de problemer, der blev berørt før, belyst, og således er ønsket opstået om også at få 9619 20 4 94: 1. beh. af f. t. 1. om sociale ydelser på færøerne",404983,1994,"Yvonne Herløv Andersen","Morten"
"19","19931_M67_referat","hr. ole donner præsterede en vis fordrejningens kunst, vil jeg kalde det, da han sagde i sit indlæg, at jeg går ind for skattesænkninger. det, jeg gjorde opmærksom på, var, at regeringen forhandlede med kommunerne under ét, og at nogle kommuner kunne være i den situation, at de på trods af finansieringsgarantien kunne være i en situation, hvor de blev nødt til at sætte skatten op, fordi der var tale om særlig udgiftskrævende områder, og fordi de havde et svagt indtægtsgrundlag. og derefter gjorde jeg opmærksom på, at hvis alle kommuner under ét er blevet kompenseret fuldt ud, måtte der være kommuner, der burde have mulighed for at sætte skatten ned. dette blot være sagt, for at hr. ole donners udsagn ikke skal flagre videre i debatten. 8493 5 4 94: forespørgsel om regeringens forhandlinger om den kommunale økonomi dernæst vil jeg godt nævne, at hr. ole donners udsagn om indenrigsministeriets brev også forekom mig noget tyndt: jeg formoder, det er indenrigsministeriets brev af den 25. februar til samtlige kommuner, der tænkes på. brevet skabte usikkerhed, siger hr. ole donner, og det forstår jeg ikke. fremsendelsesbrevet starter med en foreløbig beregning af tilskud og udligning i første linje, og i næste linje står der, at brevet er udsendt i lighed med, hvad der har været tilfældet i tidligere år: det er altså noget, kommunerne er vant til at få. i femte-sjette linje - hvis de har læst så langt ude i kommunerne, men det må man formode - står der, at bloktilskudspuljen er opgjort uden regulering for lovog cirkulæreprogrammet, altså uden for det område, jeg redegjorde for i mit første indlæg om det udvidede totalbalanceprincip. og endelig står der, at der er foretaget en ændringsberegning«, og at det er forudsat, at bloktilskuddet eksempelvis forhøjes med 1 mia. kr. det er indholdet af fremsendelsesbrevet. det er i alt på én side, og man må formode, at man har kunnet læse det igennem uden at misforstå det, som hr. ole donner lagde op til. hvis man derefter tager selve brevet, står der også her allerede på første side, at regeringen gentager finansieringsprincippet, så kommunale skattestigninger kan undgås. så jeg kan godt sige, at hvis der er skabt uklarhed nogen steder, er det, fordi nogle folketingsmedlemmer har udtalt sig uden at kende brevets indhold. kort bemærkning .",391524,1994,"Klaus Hækkerup","Morten"
"20","19951_M28_referat","jeg takker naturligvis for manuduktionen, men jeg må sige, at jeg har ikke opfattet, at der er en forskel i tankegang. jeg har nok opfattet, at der er en forskel i nogle tekniske detaljer, hvor venstre og socialdemokratiet er uenige, men jeg har faktisk også opfattet, at man er enig om tankegangen, nemlig indførelse af brugerbetaling, og i virkeligheden jo også om taksterne, hvor vi godt nok fik oplyst, at der var en tidsforskydning i, hvornår man når det samme resultat. men jeg må sige, at det ikke er lykkedes for mig helt at forstå, hvad den principielle forskel mellem venstres og socialdemokratiets synspunkt i den her sag er. forskellen er vel, at man er uenig om nogle tekniske detaljer. kort bemærkning . ulla tømæs v : jeg er meget glad for det, hr. keld albrechtsen her er inde på, for det er jo netop rigtigt, og det var jeg også selv inde på i min ordførertale: at jeg var glad for, at regeringen nu var gået over til det princip, at man ønskede at indføre deltagerbetaling på amu-kurser. derfor er jeg fuldstændig enig i det, hr. keld albrechtsen siger, nemlig at principperne naturligvis er de samme, og at det er tekniske detaljer, der afgør det her spørgsmål, og jeg synes egentlig, at hr. poul erik dyrlund er en forfærdelig hykler, når han forsøger at tale uden om princippet her, for princippet er jo skitseret på side 11 i bemærkningerne. 1881 princippet er godtaget i regeringens forslag, men nu forsøger hr. poul erik dyrlund med alle mulige mærkelige undskyldninger at løbe fra princippet om, at der skal være et mere efterspørgselsstyret system, der afdækker behovet for voksen- og efteruddannelse. det håber jeg ikke at hr. poul erik dyrlund har noget imod. ellers vil jeg gerne have det modsatte bekræftet. kort bemærkning .",609521,1995,"Keld Albrechtsen","Morten"
"21","19951_M23_referat","justitsministeriet har til brug for besvarelsen af spørgsmålet indhentet en udtalelse fra rigspolitichefen, som har oplyst følgende: rigspolitichefen er ikke bekendt med girobank a s retlige forhold, ejerforhold og udførelse af arbejdsopgaver, som vil gøre det muligt endeligt at besvare det stillede spørgsmål. mere generelt bemærkes, at lov om vagtvirksomhed finder anvendelse på enhver selvstændig virksomhed, hvorved personer 1 enten ved egen eller ansattes tilstedeværelse eller ved brug af hunde eller tv-overvågning fører tilsyn med privat område eller område, hvortil der er almindelig adgang, 2 udfører værditransporter, 3 udøver beskyttelse af andre personer, 4 modtager og behandler alarmsignaler fra overfalds- og indbrudsalarmeringsanlæg eller 5 fører kontrol med andres virksomhed som nævnt i nr. 1-4. vagtvirksomhed, som udøves af en statlig eller kommunal myndighed, er kun omfattet af reglerne om vagtvirksomhed, i det omfang dette bestemmes af justitsministeren.« i. 1502 onsdag den 29. november 1995 spm efter § 2, stk. 1, i lov om vagtvirksomhed skal den, der udøver vagtvirksomhed eller indgår aftale herom, have autorisation hertil. justitsministeren kan i den forbindelse oplyse, at rigspolitichefen har meddelt, at girobank a s ikke er meddelt autorisation efter lov om vagtvirksomhed. som det fremgår ovenfor, er rigspolitichefen ikke bekendt med selskabets nærmere forhold, hvorfor man ikke finder at kunne udtale sig om, hvorvidt en sådan autorisation er fornøden. spm. nr. til udenrigsministeren 31 10 95 af:",601154,1995,"Bjørn Westh","Morten"
"22","19941_M59_referat","på grund af modstand fra primært de bosniske serbere er det ikke lykkedes fn at få åbnet tuzla lufthavn. lufthavnen blev efter forhandlinger med parterne kort åbnet i marts-april 1994, og der fandt enkelte flyvninger sted med unprofor-personel. da det blev forsøgt at flyve forsyninger ind, blev flyene beskudt fra serbiske stillinger i bjergene om lufthavnen. fra serbisk side var man bange for, at flyvningerne skulle blive brugt til at smugle våben til muslimerne. fn forsøgte herefter at finde en løsning, hvorefter en serbisk forbindelsesofficer i tuzla lufthavn kunne inspicere ladningerne. dette strandede på muslimsk den bosniske regeringshærs afvisning af placering af en bosnisk serber i lufthavnen. i forbindelse med åbningen i marts 1994 var en del af de danske kampvogne involveret i sikringen af lufthavnen. efter kort tid viste det sig, at de danske kampvogne ikke var nødvendige for at sikre lufthavnen, hvorfor de overgik til anden tjeneste i området. herefter er lufthavnen blevet sikret af først et svensk og herefter et hollandsk kompagni. landtransport er billigere end at flyve forsyninger frem, og der er desuden begrænset flykapacitet til rådighed for nødhjælpsoperationerne i det tidligere jugoslavien. en åbning af tuzla lufthavn blev derfor primært prioriteret højt af unhcr, da vejene over land var blokerede på grund af kamphandlinger. efter føderationsaftalen af marts 1994 mellem muslimer og kroater 3725 har der ikke været konfrontationslinjer, der har hindret forsyningsvejene over land. der har desuden det sidste halve år været almindelig kommerciel trafik til og fra tuzla. fra unprofor s side er lufthavnen klar til åbning, så snart forholdene tillader det. personale og udstyr er til stede - dog ikke snerydningsudstyr til vintermånederne. unhcr har oplyst, at forsyningssituationen i tuzla by er god. siden september 1994 har man kunnet overskride målet for forsyninger med i gennemsnit 25 pet. fordeling af fødevarer nødhjælp og medicin mellem de forskellige befolkningsgrupper står de lokale bystyrer for, og det kan ikke kontrolleres af fn, om folk virkelig får, hvad de har behov for. eu s monitorer laver dog rutinemæssige check og påtaler om nødvendigt manglende tildelinger overfor de ansvarlige. ud over unhcr er det oplyst, at der opererer ca. 75 private nødhjælpsorganisationer i tuzla. en del af disse har imidlertid restriktive regler for, hvem der tildeles forsyninger. ifølge det for udenrigsministeriet oplyste er der således ikke sult i tuzla. på basis af bl.a. løbende indsamling af priser på varer på de forskellige lokale markeder har man desuden konstateret stabile og endog faldende priser over en periode, hvilket igen tages som indikator for den relativt gode forsyningssituationen i området. det er desuden oplyst, at der ikke i samme grad som tidligere har kunnet konstateres udbredt sortbørshandel. spm. nr. til skatteministeren 2 2 95 af:",512660,1995,"Niels Helveg Petersen","Morten"
"23","19941_M77_referat","nu kan vi høre, at det bliver understreget, at sf og enhedslisten skal trække på samme hammel«. det er der måske også grund til: det er måske ikke så ofte, at man er enige netop de 2 partier imellem. jeg ved ikke, om det, der blev sagt her fra hr. keld albrechtsens side, skulle forstås sådan. men det, jeg går herop for, er netop at understrege fremskridtspartiets holdning til kvaliteten af det, der udbydes i licitation. jeg hørte, at hr. erhard jakobsen var inde på, at fremskridtspartiet bare ville have det billigst, og at de konservative både vil have det bedst og billigst, og det var da mere reelt at komme med også, at det skulle være bedst. fremskridtspartiet har altid det kan man se i alle pjecer osv. - sagt, at kvaliteten selvfølgelig også skal være i top forstået på den måde, at man altid, når man udbyder noget i licitation, kan have et mindstekrav til netop den service, der også skal være. for det er jo klart: er servicen ikke i orden, så bliver de pågældende private virksomheder heller ikke ved med at have arbejde. og det er vigtigt for fremskridtspartiet at understrege, at vi selvfølgelig også ønsker, at det arbejde, der skal udliciteres, har en vis standard, så det er både bedst og billigst, også efter fremskridtspartiets mening: det er det, man skal gå efter. så vil jeg til sf s ordfører sige, at det da godt kan være, at sf opfattede det, jeg har sagt tidligere omkring de demonstrationer, der har været, som nedladende. men ikke desto mindre skal man jo også sige, hvad man mener her fra folketingets talerstol, og min klare opfattelse er, at det naturligvis ikke er alle. der er reelle medarbejdere, der går ud og demonstrerer, men så får man desværre en hel masse til at slutte op omkring sådan nogle demonstrationer, som kun har ét formål: netop at lave hærværk, bruge partisansøm osv. og lave ting og sager over for politiet, som absolut ikke er af det gode. og det er selvfølgelig i bund og grund en skam netop for dem, der står bagved en reel demonstration, at der er sådan nogle ballademagere, som jeg vil kalde dem, for det er måske mildt sagt om det, der er sket i den sidste tid omkring den demonstration, der har været i esbjerg og nu desværre har bredt sig over hele landet. jeg kan ikke lade være med til sidst at sige, at det er yderst tankevækkende, at det netop er under en socialdemokratisk regering, at danmark oplever de mest omfattende arbejdsnedlæggelser i mange år. det bør man lige have for øje også. kort bemærkning .",532239,1995,"Jan Køpke Christensen","Morten"
"24","19951_M82_referat","cd bakker op om ministrenes indlæg. hovedstadsområdet skal være en drivkraft i dansk økonomi, og til det kræves en fornuftig styring. københavn skal være et lokomotiv for hele danmark. der er nu blevet sat gang i økonomien med statslige investeringer. nu har vi endelig fået påbegyndt øresundsbroen og en stor, velfungerende lufthavn, og en minimetro kommer der også. kulturen i københavn får et skub i den rigtige retning med udvidelse af det kongelige teater, det kongelige bibliotek og statens museum for kunst. alt det sætter vi pris på i cd. nu skal vi have en egentlig reform og styring af hovedstaden, men det skal ikke ske sådan tjubang. det skal tænkes grundigt igennem, og det 6193 skal ses i forhold til resten af landet og i forhold til konkurrencen med andre store byer i nordeuropa. det er fint,, at man har nedsat en opgavekommission, som skal se på opgavefordelingen mellem stat, amter og kommuner i hele landet, for problemet med, hvem der skal bestemme hvad, og trafik, sygehuse og andre spørgsmål er ikke et isoleret københavnsk fænomen. det er landsdækkende. københavns kommunes styrelse skal opbygges på en fornuftig måde. derfor støtter cd også indenrigsministerens forslag om at tage fat på københavns styrelse allerede til efteråret for at bringe det up to date. en omlægning af opgaverne mellem stat, amter og kommuner er en god idé. opgaverne skal varetages dér, hvor der er den fornødne kompetence, det økonomiske ansvar og den mest borgernære løsning. flere beslutninger bør lægges ud i kommunerne, mens andre beslutninger så kan samles i større instanser for at sikre den fornødne koordinering. det er jo ingen hemmelighed, at det er cd s principielle holdning, at man på længere sigt bør nedlægge amterne for at gøre administrationen mere enkel, og cd har hele tiden søgt at skabe et mere administrativt velsmurt samfund. arbejdet med hovedstadsområdet er et eksempel på dette. først blev der nedsat et sygehusfælleskab for at koordinere tingene bedre og nedbringe ventelisterne. så fik vi en hovedstadskommission, hvor mange af de ideer, der kom frem, nu vil blive brugt i opgavekommissionens og hovedstadsudvalgets arbejde. så langt, så godt. vi mener, at man bør afvente dette arbejdes resultater, og cd kan derfor ikke stemme for de fremsatte dagsordensforslag.",695784,1996,"Addi Andersen","Morten"
"25","19971_M5_referat","jeg kan sige til spørgeren, at det i hvert fald er sådan, at der i den nye sociallov er nogle klare opstramninger af de regler, der handler om børn, der skal fjernes fra hjemmet, således at der skulle komme et bedre og tydeligere regelsæt, der ikke bare hjælper barnet bedre og på et tidligere tidspunkt, men også hjælper familien. det håber jeg meget vil betyde, at sådan nogle familier bliver hjulpet på et tidligere tidspunkt og også på en bedre måde, end det sker i dag. jeg tror, at en af de ting, man kunne gøre, var at tage nogle eksempler på nogle af de børn og unge, som vi kan se, at det er gået helt galt for, at tage nogle livsforløb og sammen se på, hvor i det forløb det gik galt. kunne der være gjort noget på et tidligere tidspunkt, og hvad kan vi så lære af det? hvis vi kan få kommunerne med til det, vil jeg meget gerne være med til det.",800942,1997,"Karen Jespersen","Morten"
"26","19971_M32_referat","jeg skal sige til hr. oxdam, at det var jo ikke et standpunkt, jeg efterlyste. jeg stillede et spørgsmål, som jeg synes, hr. oxdam bevægede sig udenom, men hvis vi ikke kan diskutere større eller mindre kapitalkæder, kan jeg da godt prøve en anden vej rundt: er det hr. oxdams opfat- 2399 telse, at denne lovgivning vil betyde højere huslejer for erhvervslejemål, end tilfældet er med den lovgivning, vi har i dag? kort bemærkning .",805146,1997,"Villy Søvndal","Morten"
